ProductReference,Avg_CostImpact_Product (ProdRef),UnresolvedRate_Product (ProdRef),Total_Incidents_Product (ProdRef)
PRD00977,595.0,0.3333333333333333,3
PRD00978,607.5,0.3333333333333333,3
PRD00979,94.0,0.0,1
PRD00980,310.0,0.0,1
PRD00981,335.75,0.0,5
PRD00982,318.0,0.5,2
PRD00985,937.0,0.0,1
PRD00986,164.5,0.0,2
PRD00987,1710.0,0.0,1
PRD00988,220.0,0.0,1
PRD00989,420.0,0.0,1
PRD00990,509.375,0.0,4
PRD00991,213.75,0.0,1
PRD00992,782.5,0.0,2
PRD00995,1238.75,0.0,1
PRD00996,296.6666666666667,0.3333333333333333,3
PRD00997,501.875,0.0,2
PRD00998,330.0,0.2,5
PRD00999,374.5,0.5,2
PRD01000,353.0,0.0,2
PRD01001,129.0,0.0,1
PRD01002,222.0,0.0,1
PRD01003,428.5,0.0,2
PRD01004,534.0,0.0,1
PRD01005,306.0,0.5,4
PRD01006,1029.0,0.0,1
PRD01008,256.25,1.0,1
PRD01009,635.0,0.0,1
PRD01011,131.0,1.0,1
PRD01013,267.0,0.0,1
PRD01014,468.0,0.0,1
PRD01015,1756.5833333333333,0.0,3
PRD01016,535.0,0.5,2
PRD01017,469.6875,0.0,4
PRD01018,248.0,1.0,1
PRD01019,502.3333333333333,0.0,3
PRD01020,218.0,0.0,1
PRD01021,2040.0,0.0,1
PRD01022,181.0,0.0,2
PRD01024,523.0,0.0,2
PRD01025,227.0,0.0,3
PRD01027,265.0,0.0,1
PRD01029,386.0,0.0,1
PRD01030,363.0,0.0,3
PRD01033,675.0,0.0,1
PRD01034,721.25,0.0,1
PRD01036,1975.0,0.0,1
PRD01037,644.3333333333334,0.3333333333333333,3
PRD01038,1833.0,0.0,1
PRD01039,344.5833333333333,0.0,3
PRD01040,239.0,0.0,4
PRD01042,290.0,1.0,2
PRD01043,334.375,0.0,2
PRD01044,1842.0833333333333,0.0,3
PRD01045,196.5,0.0,2
PRD01046,1364.375,0.5,2
PRD01047,346.0,0.0,1
PRD01049,331.3333333333333,0.0,3
PRD01050,374.0,0.0,1
PRD01051,299.3333333333333,0.0,3
PRD01052,156.0,0.5,2
PRD01054,287.0,0.0,1
PRD01055,1338.5,0.0,2
PRD01057,228.0,0.0,2
PRD01058,780.4,0.2,5
PRD01059,342.0,0.0,2
PRD01060,1524.25,0.4,5
PRD01061,490.0,0.0,1
PRD01062,1110.0,0.0,3
PRD01063,381.6666666666667,0.3333333333333333,3
PRD01064,1696.3333333333333,0.3333333333333333,3
PRD01066,230.66666666666666,0.0,3
PRD01067,369.0,0.0,2
PRD01068,318.75,0.25,4
PRD01069,99.0,0.0,1
PRD01070,302.5,0.5,2
PRD01071,276.0,0.3333333333333333,3
PRD01072,528.0,0.2,5
PRD01074,298.0,0.0,3
PRD01075,627.5,0.0,2
PRD01076,485.6666666666667,0.3333333333333333,3
PRD01077,370.5,0.0,2
PRD01078,749.0,0.0,1
PRD01079,239.4,0.2,5
PRD01080,322.5,0.0,2
PRD01081,337.5,0.0,2
PRD01082,344.0,0.5,2
PRD01083,833.5,0.0,2
PRD01084,267.3333333333333,0.0,3
PRD01085,427.8125,0.25,4
PRD01086,454.0,0.0,2
PRD01087,571.25,0.0,1
PRD01088,245.6,0.2,5
PRD01089,445.0,0.0,2
PRD01092,650.0,0.0,2
PRD01093,232.0,0.0,1
PRD01097,632.5,0.0,1
PRD01098,385.3333333333333,0.3333333333333333,3
PRD01099,703.75,0.0,1
PRD01100,529.0,0.0,1
PRD01101,220.0,0.0,1
PRD01103,166.0,0.0,1
PRD01104,1144.0,0.0,1
PRD01105,1347.9166666666667,0.0,3
PRD01106,213.0,0.0,1
PRD01107,1255.5,0.5,2
PRD01108,243.0,0.0,1
PRD01109,1027.0,0.0,3
PRD01110,276.25,0.0,2
PRD01111,205.0,0.0,1
PRD01112,274.0,0.0,2
PRD01114,199.0,0.0,1
PRD01116,385.0,0.0,1
PRD01117,315.0,0.0,1
PRD01119,413.5,0.0,2
PRD01120,252.5,0.0,2
PRD01121,530.0,0.0,3
PRD01122,403.3333333333333,0.6666666666666666,3
PRD01123,367.0,0.0,2
PRD01125,312.0,0.0,2
PRD01127,400.5,0.5,2
PRD01130,386.5625,0.0,4
PRD01131,994.5,0.0,4
PRD01132,232.5,0.0,2
PRD01134,391.25,0.25,4
PRD01135,1016.0,0.0,2
PRD01137,287.0,0.5,4
PRD01138,696.25,0.0,1
PRD01139,410.625,0.0,2
PRD01140,303.6666666666667,0.3333333333333333,3
PRD01141,391.5,0.5,2
PRD01144,796.5,0.0,2
PRD01145,753.0,0.0,3
PRD01146,665.0,0.0,1
PRD01147,181.5,0.0,2
PRD01148,232.0,0.0,3
PRD01149,467.5,0.0,3
PRD01151,1211.0,0.0,3
PRD01152,181.0,0.0,1
PRD01153,1216.0,0.0,1
PRD01154,1072.0,0.25,4
PRD01157,485.0,0.0,1
PRD01158,147.0,0.0,2
PRD01159,512.5,1.0,1
PRD01160,440.8333333333333,0.3333333333333333,3
PRD01161,337.5,0.0,2
PRD01162,1044.0,0.0,1
PRD01163,385.0,0.0,1
PRD01164,957.3333333333334,0.3333333333333333,3
PRD01165,131.0,0.0,1
PRD01166,163.0,0.0,1
PRD01167,318.0,0.0,1
PRD01168,183.33333333333334,0.0,3
PRD01169,493.0,0.0,1
PRD01170,922.0,0.0,1
PRD01172,1122.5,0.2,5
PRD01173,1681.0,0.0,1
PRD01174,419.1666666666667,0.3333333333333333,3
PRD01175,899.5,0.5,2
PRD01176,410.5,0.5,2
PRD01177,396.0,0.0,1
PRD01178,225.33333333333334,0.0,3
PRD01179,101.0,0.0,1
PRD01180,499.75,0.0,4
PRD01181,588.75,0.0,2
PRD01182,192.5,0.0,1
PRD01184,264.0,0.0,1
PRD01185,434.6875,0.0,4
PRD01187,1218.5,0.0,4
PRD01190,866.5,0.0,2
PRD01191,334.0,0.5,2
PRD01193,96.0,0.0,1
PRD01194,786.5,0.0,2
PRD01195,493.3333333333333,0.0,3
PRD01196,460.0,0.0,1
PRD01197,313.0,0.0,1
PRD01199,285.5,0.0,2
PRD01200,306.0,0.0,3
PRD01201,131.66666666666666,0.0,3
PRD01202,296.0,0.0,2
PRD01205,428.75,0.0,3
PRD01206,413.75,0.3333333333333333,3
PRD01208,267.0,0.0,2
PRD01209,396.3333333333333,0.0,6
PRD01210,1611.0,0.0,1
PRD01211,1183.0,1.0,1
PRD01213,520.0,0.0,2
PRD01215,1813.0,0.0,1
PRD01218,1499.1666666666667,0.0,3
PRD01219,640.5,0.0,2
PRD01220,137.0,0.0,2
PRD01221,1174.0,0.0,2
PRD01222,174.5,0.0,2
PRD01224,556.0714285714286,0.0,7
PRD01225,157.5,0.0,2
PRD01227,1450.4166666666667,0.0,3
PRD01229,1865.0,0.5,2
PRD01230,161.0,0.5,2
PRD01231,255.5,0.0,4
PRD01232,242.0,0.0,1
PRD01234,274.0,0.3333333333333333,3
PRD01235,305.0,0.0,1
PRD01236,309.0,0.0,3
PRD01237,404.0,0.0,1
PRD01238,466.75,0.0,5
PRD01239,781.5,0.0,2
PRD01240,287.0,0.0,1
PRD01242,532.5,0.0,1
PRD01243,327.0,0.0,1
PRD01245,1028.5,0.0,2
PRD01246,1229.0,0.16666666666666666,6
PRD01248,391.0,0.0,2
PRD01250,670.0,0.0,4
PRD01251,264.6666666666667,0.0,3
PRD01252,460.5,0.0,5
PRD01253,379.375,0.0,2
PRD01254,612.5,0.0,1
PRD01255,1163.0,0.0,2
PRD01256,1394.25,0.0,4
PRD01257,181.0,1.0,1
PRD01259,470.0,0.25,4
PRD01260,288.0,0.0,1
PRD01261,191.0,0.0,1
PRD01262,288.0,0.0,1
PRD01263,296.0,0.0,2
PRD01264,322.0,0.0,2
PRD01265,558.3333333333334,0.6666666666666666,3
PRD01266,318.39285714285717,0.0,7
PRD01267,217.5,0.0,2
PRD01270,317.0,0.0,1
PRD01272,114.0,0.0,2
PRD01273,220.0,0.0,1
PRD01275,350.3333333333333,0.3333333333333333,3
PRD01277,318.0,0.0,1
PRD01279,250.0,0.0,1
PRD01280,205.5,0.5,2
PRD01281,908.5,0.0,2
PRD01282,1142.6666666666667,0.0,3
PRD01283,410.0,0.0,2
PRD01285,724.375,0.5,2
PRD01286,104.5,0.0,2
PRD01287,166.0,0.0,1
PRD01289,130.0,0.0,1
PRD01291,793.0,0.0,3
PRD01292,275.0,0.5,2
PRD01294,1682.5,0.0,6
PRD01295,320.3333333333333,0.0,3
PRD01296,116.5,0.0,2
PRD01297,255.0,0.0,4
PRD01298,227.75,0.0,4
PRD01299,1981.75,0.0,2
PRD01300,1287.6666666666667,0.0,3
PRD01301,270.0,0.0,2
PRD01302,120.0,0.0,1
PRD01303,360.0,0.0,2
PRD01304,172.0,0.0,1
PRD01305,929.0,0.5,2
PRD01306,297.5,0.0,2
PRD01307,1889.0,0.0,1
PRD01308,399.6666666666667,0.0,3
PRD01309,573.75,0.0,2
PRD01310,366.2,0.0,5
PRD01311,299.5,0.0,2
PRD01312,423.0,0.0,1
PRD01313,327.3333333333333,0.0,3
PRD01314,216.0,0.0,2
PRD01317,350.0,0.0,1
PRD01318,1024.0,0.0,2
PRD01319,346.0,1.0,1
PRD01320,325.0,1.0,1
PRD01322,186.0,0.0,3
PRD01324,238.0,0.0,1
PRD01325,1289.5,0.0,2
PRD01326,148.0,0.0,1
PRD01328,314.8,0.0,5
PRD01329,1162.0,0.0,1
PRD01330,374.0,0.0,1
PRD01331,714.5,0.0,2
PRD01332,1108.3333333333333,0.0,3
PRD01333,635.0,0.0,1
PRD01334,1406.875,0.0,2
PRD01335,790.0,0.5,2
PRD01336,370.0,0.0,1
PRD01337,460.0,0.0,1
PRD01338,1486.0,0.3333333333333333,3
PRD01339,552.9166666666666,0.0,3
PRD01340,236.0,0.0,1
PRD01341,321.0,0.0,1
PRD01342,214.33333333333334,0.0,3
PRD01343,152.0,1.0,1
PRD01344,567.5,0.0,3
PRD01346,241.0,0.0,2
PRD01347,234.0,0.0,4
PRD01348,135.0,1.0,1
PRD01349,1056.5,0.0,2
PRD01350,495.8333333333333,0.3333333333333333,3
PRD01352,574.0,0.5,2
PRD01353,185.0,0.0,1
PRD01354,817.5,1.0,2
PRD01355,189.0,0.5,2
PRD01356,384.5,0.5,2
PRD01357,805.5,0.0,2
PRD01358,458.3333333333333,0.0,3
PRD01360,536.0,0.25,4
PRD01361,304.3333333333333,0.0,3
PRD01364,820.3333333333334,0.0,3
PRD01365,1821.0,0.0,1
PRD01366,616.5625,0.25,4
PRD01367,723.0,0.0,1
PRD01368,257.0,0.0,1
PRD01369,199.25,0.0,4
PRD01370,320.0,0.5,2
PRD01372,295.0,0.0,1
PRD01373,410.0,0.0,1
PRD01374,1339.0,0.0,1
PRD01375,423.125,0.0,2
PRD01376,483.0,0.0,1
PRD01377,1090.0,0.5,2
PRD01378,1014.6666666666666,0.3333333333333333,3
PRD01379,1054.3333333333333,0.0,3
PRD01381,224.33333333333334,0.3333333333333333,3
PRD01384,443.3333333333333,0.0,3
PRD01385,416.5,0.0,2
PRD01386,617.6666666666666,0.0,3
PRD01387,290.6666666666667,0.0,3
PRD01388,335.75,0.0,4
PRD01389,831.6666666666666,0.0,3
PRD01390,1449.0,0.0,1
PRD01391,369.0,1.0,1
PRD01393,274.5,0.0,4
PRD01394,111.0,0.0,1
PRD01395,576.3333333333334,0.0,3
PRD01397,904.0,0.0,2
PRD01398,497.5,0.0,1
PRD01399,1285.5,0.0,2
PRD01400,1493.6666666666667,0.3333333333333333,3
PRD01402,110.0,0.0,1
PRD01403,376.25,1.0,1
PRD01404,187.0,0.5,2
PRD01405,237.5,0.0,2
PRD01406,249.6,0.0,5
PRD01407,221.0,0.0,3
PRD01408,485.0,0.0,1
PRD01409,500.0,0.0,3
PRD01410,342.0,0.0,1
PRD01411,1008.0,0.0,1
PRD01413,367.6666666666667,0.0,3
PRD01414,479.0,0.0,1
PRD01417,633.75,1.0,1
PRD01419,372.0,0.0,1
PRD01420,310.0,1.0,1
PRD01421,435.625,0.0,2
PRD01422,268.0,0.0,2
PRD01423,386.5,0.5,2
PRD01424,193.5,0.0,2
PRD01425,315.0,1.0,2
PRD01426,913.0,0.0,1
PRD01427,123.0,1.0,1
PRD01429,1807.0,0.0,1
PRD01430,356.0,0.0,2
PRD01431,663.0,0.25,4
PRD01433,1606.0,0.0,2
PRD01434,1326.0,0.0,2
PRD01435,189.0,1.0,1
PRD01436,321.0,0.0,2
PRD01437,1229.0,0.0,1
PRD01438,1374.0,0.0,1
PRD01440,1366.0,0.0,1
PRD01441,297.0,0.0,1
PRD01442,277.5,0.0,2
PRD01443,1113.0,0.0,1
PRD01444,842.3333333333334,0.3333333333333333,3
PRD01445,134.0,0.0,1
PRD01446,368.0,0.5,2
PRD01447,513.75,0.0,3
PRD01448,278.6,0.0,5
PRD01450,1516.25,0.0,2
PRD01451,236.0,0.0,1
PRD01452,540.0,1.0,1
PRD01453,337.0,0.0,3
PRD01454,235.0,0.0,2
PRD01456,896.0,0.0,1
PRD01457,992.5,0.5,2
PRD01458,1587.5,0.5,2
PRD01459,351.25,0.0,3
PRD01460,770.0,0.0,3
PRD01461,368.0,0.0,1
PRD01462,1008.6666666666666,0.0,3
PRD01463,255.66666666666666,0.0,3
PRD01464,941.5,0.5,2
PRD01465,1930.5,0.0,5
PRD01466,324.6666666666667,0.3333333333333333,3
PRD01467,277.5,0.5,2
PRD01468,223.75,0.0,1
PRD01469,498.0,0.0,1
PRD01470,301.25,0.0,4
PRD01471,234.5,0.0,4
PRD01472,259.6666666666667,0.0,3
PRD01473,269.75,0.0,4
PRD01474,1131.6666666666667,0.3333333333333333,3
PRD01475,418.75,0.25,4
PRD01477,255.5,0.0,2
PRD01478,517.8125,0.0,4
PRD01479,245.0,0.0,1
PRD01480,239.0,0.0,1
PRD01481,490.0,0.0,1
PRD01482,239.0,0.0,1
PRD01483,313.0,0.3333333333333333,3
PRD01485,827.0,0.0,1
PRD01486,1297.6666666666667,0.3333333333333333,3
PRD01487,198.0,0.0,1
PRD01488,1088.6666666666667,0.0,3
PRD01490,174.0,0.0,1
PRD01491,601.6666666666666,0.0,3
PRD01493,220.0,1.0,1
PRD01494,224.0,0.0,2
PRD01496,1825.0,0.0,1
PRD01497,1519.6666666666667,0.0,3
PRD01499,244.0,1.0,1
PRD01500,409.0,1.0,1
PRD01501,139.5,0.0,2
PRD01502,491.25,0.0,1
PRD01503,746.25,0.0,1
PRD01504,138.0,0.0,1
PRD01505,909.0,0.0,2
PRD01506,804.0,0.0,1
PRD01507,566.25,1.0,1
PRD01508,342.0,1.0,1
PRD01509,400.0,0.0,1
PRD01511,258.3333333333333,0.0,3
PRD01512,1317.5,0.0,2
PRD01513,450.625,0.0,2
PRD01514,446.0,0.0,1
PRD01515,150.625,0.0,2
PRD01516,223.0,0.0,1
PRD01517,1493.0,0.0,3
PRD01518,326.0,0.0,1
PRD01519,271.25,0.0,1
PRD01520,589.0625,0.25,4
PRD01521,191.875,0.0,2
PRD01522,87.0,0.0,2
PRD01524,168.33333333333334,0.3333333333333333,3
PRD01525,267.0,0.0,2
PRD01526,552.5,0.0,2
PRD01528,271.0,0.0,1
PRD01529,329.0,0.0,2
PRD01530,453.75,0.25,4
PRD01531,1385.5,0.0,2
PRD01532,1021.0,0.0,2
PRD01533,885.0,0.0,2
PRD01534,640.0,0.0,1
PRD01535,558.0,0.0,1
PRD01537,514.375,0.0,2
PRD01538,899.0,0.0,3
PRD01540,464.375,0.0,2
PRD01541,1881.0,0.0,1
PRD01542,201.0,0.0,1
PRD01545,338.6666666666667,0.3333333333333333,3
PRD01546,310.5,0.0,2
PRD01547,284.5,0.0,2
PRD01548,197.33333333333334,0.0,3
PRD01550,1220.6666666666667,0.0,3
PRD01551,514.0,1.0,1
PRD01552,340.0,0.0,2
PRD01553,424.0,1.0,1
PRD01554,350.4166666666667,0.0,3
PRD01556,375.0,0.0,4
PRD01557,1018.3333333333334,0.0,3
PRD01558,140.5,0.0,2
PRD01559,278.0,0.0,1
PRD01560,282.75,0.0,4
PRD01561,664.5,0.0,2
PRD01562,594.5,0.0,2
PRD01563,308.75,0.0,1
PRD01564,527.5,0.0,4
PRD01566,83.0,0.0,1
PRD01567,828.5,0.5,2
PRD01570,157.0,0.0,1
PRD01571,200.5,0.0,2
PRD01572,470.5,0.0,2
PRD01573,521.5,0.0,4
PRD01574,331.5,0.0,2
PRD01576,372.3333333333333,0.0,3
PRD01577,410.0,0.0,1
PRD01578,991.875,0.0,4
PRD01579,429.375,0.0,2
PRD01581,498.75,0.0,4
PRD01582,562.0,1.0,1
PRD01583,493.75,0.0,1
PRD01584,533.75,0.0,2
PRD01585,263.0,0.0,1
PRD01586,517.5,0.0,1
PRD01587,1001.5,0.0,2
PRD01588,110.33333333333333,0.0,3
PRD01589,201.5,0.0,2
PRD01590,2023.75,0.0,1
PRD01591,1262.0,0.3333333333333333,3
PRD01593,478.5,0.0,2
PRD01594,341.0,0.0,1
PRD01595,337.9166666666667,0.3333333333333333,3
PRD01596,612.0,0.5,2
PRD01597,1485.0,0.0,1
PRD01598,224.0,0.0,1
PRD01600,342.1875,0.0,4
PRD01601,194.0,0.0,1
PRD01602,98.5,0.5,2
PRD01603,180.0,0.0,1
PRD01604,166.0,0.0,1
PRD01605,349.0,0.0,2
PRD01606,483.4,0.2,5
PRD01610,299.0,0.0,1
PRD01612,1538.6666666666667,0.3333333333333333,3
PRD01613,375.0,0.0,1
PRD01614,377.0,0.0,1
PRD01615,712.0,0.0,2
PRD01616,1011.5,0.0,2
PRD01617,623.5,0.0,2
PRD01618,1517.5,0.5,2
PRD01620,1106.0,0.0,1
PRD01621,357.0,0.0,1
PRD01622,507.0,0.0,2
PRD01623,209.33333333333334,0.0,3
PRD01624,403.5,0.0,2
PRD01626,1227.5,0.0,2
PRD01627,555.0,0.0,1
PRD01628,924.0,0.0,3
PRD01629,240.0,0.0,2
PRD01630,168.5,0.0,2
PRD01631,495.4166666666667,0.0,3
PRD01632,205.0,0.0,1
PRD01633,1515.0,0.0,2
PRD01634,127.5,0.0,1
PRD01635,326.0,0.0,1
PRD01636,92.0,0.0,2
PRD01637,177.0,0.0,1
PRD01639,926.0,0.0,2
PRD01640,324.6666666666667,0.0,3
PRD01641,278.0,0.0,1
PRD01642,313.0,0.0,3
PRD01643,556.0,0.0,1
PRD01644,1054.25,0.0,5
PRD01645,223.0,0.0,1
PRD01647,402.0,0.5,2
PRD01648,353.5,0.0,2
PRD01649,792.6666666666666,0.0,3
PRD01650,1565.6666666666667,0.3333333333333333,3
PRD01651,478.0,1.0,1
PRD01652,306.0,0.0,1
PRD01653,674.0,0.0,1
PRD01654,298.0,0.0,1
PRD01655,426.25,0.5,2
PRD01656,138.0,0.0,3
PRD01658,299.0,0.0,2
PRD01660,109.0,0.0,1
PRD01661,617.5,0.0,1
PRD01664,369.6666666666667,0.0,3
PRD01665,731.5,0.0,2
PRD01666,440.0,0.0,1
PRD01667,144.0,0.0,1
PRD01668,205.66666666666666,0.0,3
PRD01669,474.375,0.0,2
PRD01671,344.5,0.0,2
PRD01672,453.5,0.0,2
PRD01674,439.1666666666667,0.3333333333333333,3
PRD01675,273.0,0.0,2
PRD01676,205.0,0.0,5
PRD01677,350.0,0.0,4
PRD01678,894.8,0.4,5
PRD01679,261.0,0.0,1
PRD01681,153.0,0.0,1
PRD01682,1354.75,0.25,4
PRD01685,233.0,0.0,1
PRD01686,377.0,0.0,1
PRD01687,626.0,0.25,4
PRD01688,467.5,0.0,2
PRD01689,196.0,0.5,2
PRD01691,251.5,0.25,4
PRD01692,256.0,0.0,1
PRD01694,564.5833333333334,0.0,3
PRD01695,956.3333333333334,0.0,3
PRD01697,256.0,0.0,1
PRD01698,313.4375,0.0,4
PRD01699,295.0,0.3333333333333333,3
PRD01700,191.0,0.0,1
PRD01701,193.0,0.0,3
PRD01702,832.0,0.0,2
PRD01703,421.5,0.0,2
PRD01704,203.0,0.0,2
PRD01706,222.5,0.5,2
PRD01708,124.0,0.0,1
PRD01711,658.75,0.0,1
PRD01712,341.5,0.0,2
PRD01714,221.0,0.0,1
PRD01716,441.25,0.25,4
PRD01717,215.5,0.0,2
PRD01719,1200.0,0.0,2
PRD01721,303.5,0.5,2
PRD01722,333.75,0.0,1
PRD01723,547.1666666666666,0.0,6
PRD01724,424.0,1.0,1
PRD01725,1046.75,0.0,4
PRD01726,148.0,0.0,1
PRD01727,269.0,0.0,1
PRD01728,2211.25,0.0,1
PRD01729,171.5,0.0,2
PRD01730,106.0,0.0,1
PRD01731,271.875,0.0,2
PRD01732,1362.0,0.0,3
PRD01733,60.0,0.0,1
PRD01734,172.33333333333334,0.0,3
PRD01735,401.0,0.0,2
PRD01736,445.35714285714283,0.0,7
PRD01737,319.0,0.0,1
PRD01740,81.5,0.0,2
PRD01741,256.0,1.0,1
PRD01742,146.5,0.0,2
PRD01743,649.5,0.0,2
PRD01744,353.3333333333333,0.0,3
PRD01745,396.0,0.0,1
PRD01746,198.0,0.0,2
PRD01747,324.5,0.0,2
PRD01749,539.5,0.0,4
PRD01750,223.0,0.0,1
PRD01751,350.0,0.0,1
PRD01752,388.75,0.0,3
PRD01753,517.0833333333334,0.3333333333333333,3
PRD01754,441.6666666666667,0.0,3
PRD01755,578.5,0.5,2
PRD01756,211.0,0.0,1
PRD01757,1431.0,0.0,1
PRD01760,373.0,0.0,2
PRD01761,497.5,0.5,2
PRD01762,189.0,0.0,1
PRD01763,238.0,0.0,2
PRD01765,108.0,1.0,1
PRD01766,778.0,0.0,1
PRD01767,829.0,0.0,1
PRD01768,298.0,0.0,2
PRD01769,333.0,0.0,2
PRD01771,271.3333333333333,0.0,3
PRD01772,367.0,0.0,1
PRD01773,330.0,0.0,1
PRD01775,217.5,0.0,2
PRD01776,105.0,0.0,1
PRD01777,1200.0,0.5,2
PRD01778,696.25,0.0,4
PRD01780,428.75,0.0,3
PRD01781,258.0,0.0,1
PRD01782,102.0,1.0,1
PRD01783,778.125,0.0,2
PRD01784,1534.1666666666667,0.0,6
PRD01786,320.0,0.0,1
PRD01787,596.25,0.3333333333333333,3
PRD01788,76.0,0.0,1
PRD01789,183.0,0.0,1
PRD01790,326.0,0.0,1
PRD01791,428.0,0.0,1
PRD01793,1358.25,0.25,4
PRD01794,604.0,1.0,1
PRD01796,493.75,0.0,3
PRD01797,1587.6666666666667,0.0,3
PRD01799,122.0,1.0,1
PRD01800,255.66666666666666,0.3333333333333333,3
PRD01801,401.1666666666667,0.0,6
PRD01802,1258.0,0.0,2
PRD01803,581.3333333333334,0.0,3
PRD01804,87.0,0.0,1
PRD01806,374.5,0.0,2
PRD01807,1366.875,0.25,4
PRD01808,193.0,0.0,2
PRD01811,995.0,0.0,1
PRD01812,1469.0,0.0,1
PRD01813,318.0,1.0,1
PRD01816,601.3333333333334,0.0,3
PRD01817,1130.5,0.0,2
PRD01818,125.5,0.0,2
PRD01820,206.0,0.0,2
PRD01821,535.8333333333334,0.0,3
PRD01822,388.3333333333333,0.0,3
PRD01824,300.0,0.0,1
PRD01825,1124.0,0.0,1
PRD01826,365.0,0.0,1
PRD01827,344.0,0.0,2
PRD01828,785.75,0.25,4
PRD01830,416.0,0.0,3
PRD01831,82.0,0.0,1
PRD01832,219.33333333333334,0.3333333333333333,3
PRD01833,213.66666666666666,0.3333333333333333,3
PRD01834,134.875,0.0,2
PRD01835,165.0,1.0,1
PRD01836,1173.0,0.0,2
PRD01837,124.0,0.0,1
PRD01838,430.0,0.0,1
PRD01839,808.5,0.0,2
PRD01842,588.5,0.0,2
PRD01843,490.8333333333333,0.0,3
PRD01844,1621.35,0.4,5
PRD01846,87.0,0.0,1
PRD01847,561.25,0.0,1
PRD01848,408.0,0.0,1
PRD01850,1439.5,1.0,2
PRD01851,277.3333333333333,0.0,3
PRD01852,533.125,0.5,2
PRD01853,326.25,0.0,2
PRD01855,429.0,0.0,1
PRD01856,63.0,0.0,1
PRD01857,213.0,0.0,1
PRD01858,335.6666666666667,0.0,3
PRD01859,156.0,0.0,1
PRD01860,174.66666666666666,0.3333333333333333,3
PRD01861,430.625,0.0,2
PRD01862,1298.0,0.0,3
PRD01863,350.0,0.0,1
PRD01864,686.0,0.0,4
PRD01865,356.0,1.0,1
PRD01866,531.3333333333334,0.0,3
PRD01867,223.0,0.0,2
PRD01868,393.0,0.0,1
PRD01869,267.6666666666667,0.0,3
PRD01870,260.3333333333333,0.0,3
PRD01872,211.66666666666666,0.3333333333333333,3
PRD01874,282.3333333333333,0.0,3
PRD01875,369.0,0.0,1
PRD01876,1090.0,0.0,2
PRD01877,202.0,0.0,3
PRD01879,1243.0,0.0,1
PRD01880,244.16666666666666,0.0,3
PRD01881,1158.6666666666667,0.0,3
PRD01882,368.0,0.0,3
PRD01883,1388.0,0.0,1
PRD01885,352.2916666666667,0.16666666666666666,6
PRD01886,117.0,0.0,1
PRD01887,364.75,0.25,4
PRD01888,172.0,0.0,1
PRD01889,258.0,0.25,4
PRD01890,378.0,0.0,1
PRD01891,508.3333333333333,0.0,3
PRD01892,808.0,0.0,3
PRD01893,205.0,0.0,1
PRD01894,323.0,0.0,1
PRD01895,1049.0,0.0,1
PRD01896,380.75,0.0,4
PRD01897,852.0,0.0,2
PRD01899,1300.0,0.0,4
PRD01900,198.0,0.0,1
PRD01901,223.0,0.0,2
PRD01902,294.5,0.0,4
PRD01903,1826.25,0.0,1
PRD01904,341.0,0.0,1
PRD01905,372.5,0.0,1
PRD01906,1009.3333333333334,0.0,3
PRD01908,193.0,0.0,1
PRD01909,113.0,0.0,1
PRD01910,427.5,0.0,2
PRD01911,511.25,0.0,5
PRD01913,1523.0,1.0,1
PRD01914,530.0,0.0,1
PRD01915,1352.9166666666667,0.0,3
PRD01916,137.0,0.0,1
PRD01917,487.0833333333333,0.0,3
PRD01918,1097.0,0.0,1
PRD01919,937.0,0.0,2
PRD01920,505.0,0.0,2
PRD01921,1335.0,0.0,2
PRD01923,891.8,0.0,5
PRD01924,1049.0,0.0,1
PRD01926,455.4166666666667,0.0,3
PRD01927,609.5,0.5,2
PRD01928,592.5,0.0,2
PRD01929,136.0,0.0,1
PRD01930,362.75,0.5,4
PRD01932,488.0,0.0,3
PRD01933,763.0,0.0,1
PRD01936,454.0,0.0,1
PRD01937,144.33333333333334,0.3333333333333333,3
PRD01939,1038.0,0.0,1
PRD01940,264.5,0.0,2
PRD01941,323.2,0.2,5
PRD01942,86.0,0.0,1
PRD01943,326.0,1.0,1
PRD01944,1320.0,0.0,2
PRD01946,251.33333333333334,0.0,3
PRD01947,659.0,0.0,1
PRD01948,443.0,0.0,1
PRD01949,285.6666666666667,0.3333333333333333,3
PRD01951,348.0,0.0,1
PRD01952,244.0,0.6666666666666666,3
PRD01953,546.5,0.0,2
PRD01954,177.5,1.0,1
PRD01955,1675.0,0.0,1
PRD01956,493.5,0.25,4
PRD01957,2270.0,0.0,1
PRD01958,1468.5,0.25,4
PRD01960,468.4375,0.0,4
PRD01962,1129.0,0.0,2
PRD01963,450.0,0.0,1
PRD01964,73.0,0.0,1
PRD01965,667.0,0.0,2
PRD01967,388.125,0.0,2
PRD01970,261.3333333333333,0.0,3
PRD01971,245.0,0.0,1
PRD01972,306.0,0.5,2
PRD01973,220.0,0.0,2
PRD01974,194.66666666666666,0.6666666666666666,3
PRD01975,424.6666666666667,0.0,3
PRD01976,415.0,0.0,2
PRD01978,525.0,0.5,2
PRD01979,100.0,0.0,1
PRD01980,201.0,0.0,1
PRD01981,171.0,0.0,1
PRD01982,222.0,0.5,2
PRD01983,515.25,0.0,4
PRD01984,219.0,0.5,2
PRD01985,268.0,0.5,2
PRD01986,292.5,0.0,2
